# time = 1000
# Grid points = 536
# Pressure (Pa) = 101325
#             1_pos             2_posf             3_uvel             4_vvel             5_wvel
  -7.5566602922e-01  -7.5782535131e-01   1.3353504937e+01   6.7491009362e-02   6.7491009362e-02
  -7.5134738506e-01  -7.5350670714e-01   1.3389090602e+01   1.1086428890e-01   1.1086428890e-01
  -7.4702874089e-01  -7.4918806297e-01   1.3391650801e+01   1.4467887086e-01   1.4467887086e-01
  -7.4271009672e-01  -7.4486941880e-01   1.3362857594e+01   1.6955996136e-01   1.6955996136e-01
  -7.3839145255e-01  -7.4055077464e-01   1.3310659509e+01   1.8412104410e-01   1.8412104410e-01
  -7.3407280838e-01  -7.3623213047e-01   1.3240645697e+01   1.9075959225e-01   1.9075959225e-01
  -7.3043400841e-01  -7.3191348630e-01   1.3166474981e+01   1.9059559702e-01   1.9059559702e-01
  -7.2747505264e-01  -7.2895453053e-01   1.3101139712e+01   1.8707136476e-01   1.8707136476e-01
  -7.2451609687e-01  -7.2599557475e-01   1.3032082359e+01   1.8031667735e-01   1.8031667735e-01
  -7.2155714109e-01  -7.2303661898e-01   1.2960200052e+01   1.7050389688e-01   1.7050389688e-01
  -7.1859818532e-01  -7.2007766321e-01   1.2886595188e+01   1.5773773464e-01   1.5773773464e-01
  -7.1563922955e-01  -7.1711870744e-01   1.2812571112e+01   1.4213296816e-01   1.4213296816e-01
  -7.1268027378e-01  -7.1415975166e-01   1.2739133729e+01   1.2370183489e-01   1.2370183489e-01
  -7.0972131800e-01  -7.1120079589e-01   1.2665705903e+01   1.0193340076e-01   1.0193340076e-01
  -7.0615761782e-01  -7.0824184012e-01   1.2578473039e+01   7.1710122803e-02   7.1710122803e-02
  -7.0198917324e-01  -7.0407339553e-01   1.2487854680e+01   3.3487108149e-02   3.3487108149e-02
  -6.9782072865e-01  -6.9990495094e-01   1.2406835174e+01  -8.1880645093e-03  -8.1880645093e-03
  -6.9365228406e-01  -6.9573650635e-01   1.2333276642e+01  -5.4387500221e-02  -5.4387500221e-02
  -6.8948383947e-01  -6.9156806177e-01   1.2266391270e+01  -1.0624920828e-01  -1.0624920828e-01
  -6.8531539488e-01  -6.8739961718e-01   1.2207631841e+01  -1.6352029811e-01  -1.6352029811e-01
  -6.8114695030e-01  -6.8323117259e-01   1.2159958255e+01  -2.2318138087e-01  -2.2318138087e-01
  -6.7697850571e-01  -6.7906272800e-01   1.2121332242e+01  -2.8603552130e-01  -2.8603552130e-01
  -6.7296594532e-01  -6.7489428342e-01   1.2092377818e+01  -3.4891392272e-01  -3.4891392272e-01
  -6.6910926911e-01  -6.7103760722e-01   1.2071927065e+01  -4.1045849689e-01  -4.1045849689e-01
  -6.6525259291e-01  -6.6718093101e-01   1.2058193621e+01  -4.7285869982e-01  -4.7285869982e-01
  -6.6139591671e-01  -6.6332425481e-01   1.2050347175e+01  -5.3616512660e-01  -5.3616512660e-01
  -6.5753924051e-01  -6.5946757861e-01   1.2047748735e+01  -6.0054718427e-01  -6.0054718427e-01
  -6.5368256431e-01  -6.5561090241e-01   1.2049946188e+01  -6.6623859458e-01  -6.6623859458e-01
  -6.4982588811e-01  -6.5175422621e-01   1.2056270089e+01  -7.3030342046e-01  -7.3030342046e-01
  -6.4596921191e-01  -6.4789755001e-01   1.2065962988e+01  -7.9246380941e-01  -7.9246380941e-01
  -6.4211253571e-01  -6.4404087381e-01   1.2078330113e+01  -8.5275293965e-01  -8.5275293965e-01
  -6.3825585951e-01  -6.4018419761e-01   1.2092657949e+01  -9.1056238635e-01  -9.1056238635e-01
  -6.3439918331e-01  -6.3632752141e-01   1.2108290114e+01  -9.6526749355e-01  -9.6526749355e-01
  -6.3054250711e-01  -6.3247084521e-01   1.2124623585e+01  -1.0163839350e+00  -1.0163839350e+00
  -6.2668583091e-01  -6.2861416901e-01   1.2140659840e+01  -1.0621908853e+00  -1.0621908853e+00
  -6.2282915471e-01  -6.2475749281e-01   1.2156391875e+01  -1.1037006589e+00  -1.1037006589e+00
  -6.1897247851e-01  -6.2090081661e-01   1.2171541840e+01  -1.1409137787e+00  -1.1409137787e+00
  -6.1511580231e-01  -6.1704414041e-01   1.2185790835e+01  -1.1735516599e+00  -1.1735516599e+00
  -6.1114652273e-01  -6.1318746421e-01   1.2199242575e+01  -1.2021428342e+00  -1.2021428342e+00
  -6.0706463977e-01  -6.0910558125e-01   1.2211394438e+01  -1.2256718392e+00  -1.2256718392e+00
  -6.0298275682e-01  -6.0502369830e-01   1.2221655704e+01  -1.2431332088e+00  -1.2431332088e+00
  -5.9890087386e-01  -6.0094181534e-01   1.2229882895e+01  -1.2543910393e+00  -1.2543910393e+00
  -5.9481899091e-01  -5.9685993238e-01   1.2236013290e+01  -1.2593949851e+00  -1.2593949851e+00
  -5.9073710795e-01  -5.9277804943e-01   1.2240060069e+01  -1.2581678231e+00  -1.2581678231e+00
  -5.8665522499e-01  -5.8869616647e-01   1.2242099007e+01  -1.2507831221e+00  -1.2507831221e+00
  -5.8257334204e-01  -5.8461428352e-01   1.2242266516e+01  -1.2373679757e+00  -1.2373679757e+00
  -5.7849145908e-01  -5.8053240056e-01   1.2240765992e+01  -1.2181247443e+00  -1.2181247443e+00
  -5.7440957613e-01  -5.7645051761e-01   1.2237878742e+01  -1.1933836036e+00  -1.1933836036e+00
  -5.7032769317e-01  -5.7236863465e-01   1.2233979166e+01  -1.1637085765e+00  -1.1637085765e+00
  -5.6624581022e-01  -5.6828675169e-01   1.2229504948e+01  -1.1296944300e+00  -1.1296944300e+00
  -5.6216392726e-01  -5.6420486874e-01   1.2224743275e+01  -1.0903336715e+00  -1.0903336715e+00
  -5.5808204430e-01  -5.6012298578e-01   1.2220317286e+01  -1.0460465926e+00  -1.0460465926e+00
  -5.5400016135e-01  -5.5604110283e-01   1.2216818168e+01  -9.9548012460e-01  -9.9548012460e-01
  -5.4991827839e-01  -5.5195921987e-01   1.2215261906e+01  -9.4387248712e-01  -9.4387248712e-01
  -5.4647321141e-01  -5.4787733692e-01   1.2216037405e+01  -8.9939462566e-01  -8.9939462566e-01
  -5.4366496041e-01  -5.4506908591e-01   1.2218399646e+01  -8.6055268150e-01  -8.6055268150e-01
  -5.4085670940e-01  -5.4226083490e-01   1.2222925474e+01  -8.1940072454e-01  -8.1940072454e-01
  -5.3804845839e-01  -5.3945258390e-01   1.2229601033e+01  -7.7900411071e-01  -7.7900411071e-01
  -5.3524020739e-01  -5.3664433289e-01   1.2238543773e+01  -7.3945227645e-01  -7.3945227645e-01
  -5.3243195638e-01  -5.3383608189e-01   1.2250208593e+01  -6.9962615511e-01  -6.9962615511e-01
  -5.2962370538e-01  -5.3102783088e-01   1.2265503680e+01  -6.5836851854e-01  -6.5836851854e-01
  -5.2681545437e-01  -5.2821957987e-01   1.2285163392e+01  -6.1563842545e-01  -6.1563842545e-01
  -5.2400720336e-01  -5.2541132887e-01   1.2308293249e+01  -5.7444975834e-01  -5.7444975834e-01
  -5.2119895236e-01  -5.2260307786e-01   1.2334468427e+01  -5.3566325009e-01  -5.3566325009e-01
  -5.1839070135e-01  -5.1979482686e-01   1.2364296495e+01  -4.9824779891e-01  -4.9824779891e-01
  -5.1558245035e-01  -5.1698657585e-01   1.2398972422e+01  -4.6108736696e-01  -4.6108736696e-01
  -5.1277419934e-01  -5.1417832484e-01   1.2439508079e+01  -4.2387955551e-01  -4.2387955551e-01
  -5.0996594833e-01  -5.1137007384e-01   1.2485134238e+01  -3.8802735552e-01  -3.8802735552e-01
  -5.0715769733e-01  -5.0856182283e-01   1.2535281288e+01  -3.5422799756e-01  -3.5422799756e-01
  -5.0434944632e-01  -5.0575357183e-01   1.2590170718e+01  -3.2252895598e-01  -3.2252895598e-01
  -5.0032570431e-01  -5.0294532082e-01   1.2675883630e+01  -2.8008233109e-01  -2.8008233109e-01
  -4.9508647128e-01  -4.9770608779e-01   1.2802210548e+01  -2.3130448040e-01  -2.3130448040e-01
  -4.8984723825e-01  -4.9246685476e-01   1.2949781292e+01  -1.8822632062e-01  -1.8822632062e-01
  -4.8460800522e-01  -4.8722762174e-01   1.3113951430e+01  -1.5275213870e-01  -1.5275213870e-01
  -4.8009570283e-01  -4.8198838871e-01   1.3264512911e+01  -1.2884278617e-01  -1.2884278617e-01
  -4.7631033106e-01  -4.7820301695e-01   1.3403607209e+01  -1.1194219829e-01  -1.1194219829e-01
  -4.7252495930e-01  -4.7441764518e-01   1.3555579450e+01  -9.8157554377e-02  -9.8157554377e-02
  -4.6873958754e-01  -4.7063227342e-01   1.3717142540e+01  -8.7788687255e-02  -8.7788687255e-02
  -4.6520432278e-01  -4.6684690166e-01   1.3869938373e+01  -8.1301397201e-02  -8.1301397201e-02
  -4.6191916502e-01  -4.6356174390e-01   1.4016569089e+01  -7.7605053736e-02  -7.7605053736e-02
  -4.5863400726e-01  -4.6027658614e-01   1.4167712251e+01  -7.6079873961e-02  -7.6079873961e-02
  -4.5534884949e-01  -4.5699142837e-01   1.4322182224e+01  -7.6545213418e-02  -7.6545213418e-02
  -4.5211132819e-01  -4.5370627061e-01   1.4474664803e+01  -7.8707773833e-02  -7.8707773833e-02
  -4.4892144335e-01  -4.5051638577e-01   1.4625355900e+01  -8.2258311533e-02  -8.2258311533e-02
  -4.4573155850e-01  -4.4732650092e-01   1.4775962939e+01  -8.7003716208e-02  -8.7003716208e-02
  -4.4254167366e-01  -4.4413661608e-01   1.4925946738e+01  -9.2729954622e-02  -9.2729954622e-02
  -4.3926799058e-01  -4.4094673123e-01   1.5079677121e+01  -9.9444504526e-02  -9.9444504526e-02
  -4.3591050927e-01  -4.3758924993e-01   1.5234277462e+01  -1.0688971202e-01  -1.0688971202e-01
  -4.3255302797e-01  -4.3423176862e-01   1.5384911399e+01  -1.1463974354e-01  -1.1463974354e-01
  -4.2919554666e-01  -4.3087428732e-01   1.5530602316e+01  -1.2244982049e-01  -1.2244982049e-01
  -4.2555949900e-01  -4.2751680601e-01   1.5683190458e+01  -1.3079983232e-01  -1.3079983232e-01
  -4.2164488498e-01  -4.2360219199e-01   1.5843240295e+01  -1.3954069845e-01  -1.3954069845e-01
  -4.1773027096e-01  -4.1968757797e-01   1.5994376557e+01  -1.4755859979e-01  -1.4755859979e-01
  -4.1381565695e-01  -4.1577296395e-01   1.6134939720e+01  -1.5459428566e-01  -1.5459428566e-01
  -4.0924338215e-01  -4.1185834994e-01   1.6284475095e+01  -1.6130951848e-01  -1.6130951848e-01
  -4.0401344659e-01  -4.0662841437e-01   1.6449372972e+01  -1.6731495117e-01  -1.6731495117e-01
  -3.9878351102e-01  -4.0139847880e-01   1.6595069840e+01  -1.7086085213e-01  -1.7086085213e-01
  -3.9355357545e-01  -3.9616854324e-01   1.6724371759e+01  -1.7196267246e-01  -1.7196267246e-01
  -3.8869225255e-01  -3.9093860767e-01   1.6831017996e+01  -1.7085953051e-01  -1.7085953051e-01
  -3.8419954231e-01  -3.8644589743e-01   1.6923013496e+01  -1.6792226004e-01  -1.6792226004e-01
  -3.7970683207e-01  -3.8195318719e-01   1.7008553928e+01  -1.6289363577e-01  -1.6289363577e-01
  -3.7521412183e-01  -3.7746047695e-01   1.7080693493e+01  -1.5616637611e-01  -1.5616637611e-01
  -3.7072141158e-01  -3.7296776671e-01   1.7140714918e+01  -1.4789442353e-01  -1.4789442353e-01
  -3.6622870134e-01  -3.6847505646e-01   1.7192272040e+01  -1.3791311329e-01  -1.3791311329e-01
  -3.6173599110e-01  -3.6398234622e-01   1.7236567826e+01  -1.2614335709e-01  -1.2614335709e-01
  -3.5724328086e-01  -3.5948963598e-01   1.7273900775e+01  -1.1242733863e-01  -1.1242733863e-01
  -3.5308521124e-01  -3.5499692574e-01   1.7300813151e+01  -9.8484622936e-02  -9.8484622936e-02
  -3.4926178225e-01  -3.5117349675e-01   1.7320166874e+01  -8.4483658250e-02  -8.4483658250e-02
  -3.4543835326e-01  -3.4735006775e-01   1.7334751119e+01  -6.9307392601e-02  -6.9307392601e-02
  -3.4161492426e-01  -3.4352663876e-01   1.7344818778e+01  -5.3128846953e-02  -5.3128846953e-02
  -3.3779149527e-01  -3.3970320976e-01   1.7350624353e+01  -3.6097952387e-02  -3.6097952387e-02
  -3.3396806627e-01  -3.3587978077e-01   1.7352503122e+01  -1.8299822598e-02  -1.8299822598e-02
  -3.3014463728e-01  -3.3205635177e-01   1.7350797869e+01   2.2350584235e-04   2.2350584235e-04
  -3.2632120828e-01  -3.2823292278e-01   1.7345821965e+01   1.9455300491e-02   1.9455300491e-02
  -3.2249777929e-01  -3.2440949378e-01   1.7337858987e+01   3.9384691725e-02   3.9384691725e-02
  -3.1867435029e-01  -3.2058606479e-01   1.7327172543e+01   5.9988448451e-02   5.9988448451e-02
  -3.1485092130e-01  -3.1676263579e-01   1.7314020087e+01   8.1219894481e-02   8.1219894481e-02
  -3.1102749230e-01  -3.1293920680e-01   1.7298676700e+01   1.0298926995e-01   1.0298926995e-01
  -3.0720406331e-01  -3.0911577780e-01   1.7281392981e+01   1.2521933696e-01   1.2521933696e-01
  -3.0338063431e-01  -3.0529234881e-01   1.7262143812e+01   1.4815979621e-01   1.4815979621e-01
  -2.9955720532e-01  -3.0146891981e-01   1.7241440051e+01   1.7140235562e-01   1.7140235562e-01
  -2.9573377632e-01  -2.9764549082e-01   1.7219414826e+01   1.9496861251e-01   1.9496861251e-01
  -2.9211581095e-01  -2.9382206182e-01   1.7197250953e+01   2.1779307472e-01   2.1779307472e-01
  -2.8870330919e-01  -2.9040956007e-01   1.7175718739e+01   2.3935890305e-01   2.3935890305e-01
  -2.8529080744e-01  -2.8699705832e-01   1.7153650091e+01   2.6098023213e-01   2.6098023213e-01
  -2.8187830569e-01  -2.8358455656e-01   1.7131139005e+01   2.8266271174e-01   2.8266271174e-01
  -2.7846580393e-01  -2.8017205481e-01   1.7108327495e+01   3.0435265504e-01   3.0435265504e-01
  -2.7505330218e-01  -2.7675955306e-01   1.7085349048e+01   3.2599938368e-01   3.2599938368e-01
  -2.7164080043e-01  -2.7334705130e-01   1.7062319381e+01   3.4756624947e-01   3.4756624947e-01
  -2.6822829867e-01  -2.6993454955e-01   1.7039345085e+01   3.6902224291e-01   3.6902224291e-01
  -2.6481579692e-01  -2.6652204780e-01   1.7016527931e+01   3.9033792213e-01   3.9033792213e-01
  -2.6140329517e-01  -2.6310954604e-01   1.6993960630e+01   4.1148992963e-01   4.1148992963e-01
  -2.5799079341e-01  -2.5969704429e-01   1.6971705614e+01   4.3248187430e-01   4.3248187430e-01
  -2.5457829166e-01  -2.5628454254e-01   1.6949773193e+01   4.5336522039e-01   4.5336522039e-01
  -2.5116578990e-01  -2.5287204078e-01   1.6928341324e+01   4.7402600053e-01   4.7402600053e-01
  -2.4775328815e-01  -2.4945953903e-01   1.6908273744e+01   4.9368151621e-01   4.9368151621e-01
  -2.4434078640e-01  -2.4604703727e-01   1.6889205078e+01   5.1272334608e-01   5.1272334608e-01
  -2.4092828464e-01  -2.4263453552e-01   1.6870857971e+01   5.3147408996e-01   5.3147408996e-01
  -2.3724272140e-01  -2.3922203377e-01   1.6851733734e+01   5.5157124591e-01   5.5157124591e-01
  -2.3328409668e-01  -2.3526340904e-01   1.6832541057e+01   5.7253164813e-01   5.7253164813e-01
  -2.2932547195e-01  -2.3130478431e-01   1.6814887007e+01   5.9275305163e-01   5.9275305163e-01
  -2.2536684722e-01  -2.2734615959e-01   1.6798916759e+01   6.1215837459e-01   6.1215837459e-01
  -2.2140822250e-01  -2.2338753486e-01   1.6784741729e+01   6.3069591392e-01   6.3069591392e-01
  -2.1744959777e-01  -2.1942891013e-01   1.6772443238e+01   6.4834118060e-01   6.4834118060e-01
  -2.1349097304e-01  -2.1547028541e-01   1.6762096491e+01   6.6507559341e-01   6.6507559341e-01
  -2.0953234832e-01  -2.1151166068e-01   1.6753777629e+01   6.8087794165e-01   6.8087794165e-01
  -2.0557372359e-01  -2.0755303595e-01   1.6747562466e+01   6.9571880955e-01   6.9571880955e-01
  -2.0161509886e-01  -2.0359441123e-01   1.6743521590e+01   7.0955582914e-01   7.0955582914e-01
  -1.9765647414e-01  -1.9963578650e-01   1.6741708887e+01   7.2233166725e-01   7.2233166725e-01
  -1.9369784941e-01  -1.9567716177e-01   1.6742146422e+01   7.3396624061e-01   7.3396624061e-01
  -1.8973922468e-01  -1.9171853705e-01   1.6744834162e+01   7.4439805540e-01   7.4439805540e-01
  -1.8578059996e-01  -1.8775991232e-01   1.6749846841e+01   7.5384479001e-01   7.5384479001e-01
  -1.8182197523e-01  -1.8380128759e-01   1.6757203629e+01   7.6218461941e-01   7.6218461941e-01
  -1.7786335050e-01  -1.7984266287e-01   1.6767055930e+01   7.6946060049e-01   7.6946060049e-01
  -1.7424721788e-01  -1.7588403814e-01   1.6778205475e+01   7.7500128624e-01   7.7500128624e-01
  -1.7097357735e-01  -1.7261039761e-01   1.6790272877e+01   7.7925388809e-01   7.7925388809e-01
  -1.6769993682e-01  -1.6933675709e-01   1.6803933781e+01   7.8262910219e-01   7.8262910219e-01
  -1.6442629630e-01  -1.6606311656e-01   1.6819132106e+01   7.8516078675e-01   7.8516078675e-01
  -1.6115265577e-01  -1.6278947604e-01   1.6835906308e+01   7.8688932929e-01   7.8688932929e-01
  -1.5787901525e-01  -1.5951583551e-01   1.6854268615e+01   7.8782888912e-01   7.8782888912e-01
  -1.5460537472e-01  -1.5624219499e-01   1.6874212762e+01   7.8798212972e-01   7.8798212972e-01
  -1.5133173420e-01  -1.5296855446e-01   1.6895731263e+01   7.8734664270e-01   7.8734664270e-01
  -1.4805809367e-01  -1.4969491393e-01   1.6918827557e+01   7.8591736839e-01   7.8591736839e-01
  -1.4478445315e-01  -1.4642127341e-01   1.6943518655e+01   7.8368760606e-01   7.8368760606e-01
  -1.4151081262e-01  -1.4314763288e-01   1.6969867624e+01   7.8064140522e-01   7.8064140522e-01
  -1.3823717209e-01  -1.3987399236e-01   1.6998176976e+01   7.7671667245e-01   7.7671667245e-01
  -1.3496353157e-01  -1.3660035183e-01   1.7029110475e+01   7.7178548815e-01   7.7178548815e-01
  -1.3168989104e-01  -1.3332671131e-01   1.7061529983e+01   7.6605288203e-01   7.6605288203e-01
  -1.2841625052e-01  -1.3005307078e-01   1.7089776109e+01   7.6055999927e-01   7.6055999927e-01
  -1.2514260999e-01  -1.2677943026e-01   1.7120287311e+01   7.5417326185e-01   7.5417326185e-01
  -1.2084517395e-01  -1.2350578973e-01   1.7163708630e+01   7.4446134140e-01   7.4446134140e-01
  -1.1552394240e-01  -1.1818455817e-01   1.7218150973e+01   7.3131421286e-01   7.3131421286e-01
  -1.1020271084e-01  -1.1286332662e-01   1.7273705474e+01   7.1695553466e-01   7.1695553466e-01
  -1.0488147928e-01  -1.0754209506e-01   1.7331005442e+01   7.0127326971e-01   7.0127326971e-01
  -9.9560247726e-02  -1.0222086350e-01   1.7389993660e+01   6.8432629061e-01   6.8432629061e-01
  -9.4239016169e-02  -9.6899631947e-02   1.7450294295e+01   6.6624986240e-01   6.6624986240e-01
  -8.8917784612e-02  -9.1578400391e-02   1.7511296930e+01   6.4725804002e-01   6.4725804002e-01
  -8.3596553056e-02  -8.6257168834e-02   1.7574779511e+01   6.2681825987e-01   6.2681825987e-01
  -7.8364487278e-02  -8.0935937278e-02   1.7637755103e+01   6.0591175515e-01   6.0591175515e-01
  -7.3221587277e-02  -7.5793037278e-02   1.7699573603e+01   5.8481586068e-01   5.8481586068e-01
  -6.8078687277e-02  -7.0650137277e-02   1.7761343163e+01   5.6319294013e-01   5.6319294013e-01
  -6.2935787277e-02  -6.5507237277e-02   1.7822832487e+01   5.4114224949e-01   5.4114224949e-01
  -5.7792887277e-02  -6.0364337277e-02   1.7883633315e+01   5.1882695435e-01   5.1882695435e-01
  -5.2649987277e-02  -5.5221437277e-02   1.7942758184e+01   4.9663989294e-01   4.9663989294e-01
  -4.7507087277e-02  -5.0078537277e-02   1.7998824313e+01   4.7512400872e-01   4.7512400872e-01
  -4.2364187276e-02  -4.4935637277e-02   1.8058541463e+01   4.5172439124e-01   4.5172439124e-01
  -3.8368068309e-02  -3.9792737276e-02   1.8103278795e+01   4.3381403299e-01   4.3381403299e-01
  -3.5518730373e-02  -3.6943399341e-02   1.8134302825e+01   4.2121644929e-01   4.2121644929e-01
  -3.2669392438e-02  -3.4094061406e-02   1.8164779798e+01   4.0866764142e-01   4.0866764142e-01
  -2.9820054502e-02  -3.1244723470e-02   1.8194930171e+01   3.9608780483e-01   3.9608780483e-01
  -2.6970716567e-02  -2.8395385535e-02   1.8224756426e+01   3.8347893304e-01   3.8347893304e-01
