# time = 1000.0
# FINE UNIFORM Grid points = 791
# Pressure (Pa) = 101325
#         1_posUnif        2_uvel_mean        3_uvel_rmsf
 -2.0759493671E-01   2.0940734890E+01   1.8716478552E+00
 -2.0506329114E-01   2.0954885599E+01   1.8704687698E+00
 -2.0253164557E-01   2.0968978655E+01   1.8693115441E+00
 -2.0000000000E-01   2.0983017549E+01   1.8681701237E+00
 -1.9746835443E-01   2.0997009777E+01   1.8670376101E+00
 -1.9493670886E-01   2.1010952598E+01   1.8659252856E+00
 -1.9240506329E-01   2.1024847923E+01   1.8648252174E+00
 -1.8987341772E-01   2.1038690732E+01   1.8637551120E+00
 -1.8734177215E-01   2.1052483671E+01   1.8627066558E+00
 -1.8481012658E-01   2.1066231246E+01   1.8616903359E+00
 -1.8227848101E-01   2.1079924742E+01   1.8607048774E+00
 -1.7974683544E-01   2.1093554183E+01   1.8597491378E+00
 -1.7721518987E-01   2.1107121970E+01   1.8588216140E+00
 -1.7468354430E-01   2.1120637651E+01   1.8579082017E+00
 -1.7215189873E-01   2.1134093672E+01   1.8570120181E+00
 -1.6962025316E-01   2.1147501992E+01   1.8561168208E+00
 -1.6708860759E-01   2.1160855253E+01   1.8552144222E+00
 -1.6455696203E-01   2.1174145907E+01   1.8543137903E+00
 -1.6202531646E-01   2.1187379115E+01   1.8534140880E+00
 -1.5949367089E-01   2.1200555437E+01   1.8525105225E+00
 -1.5696202532E-01   2.1213685467E+01   1.8515898572E+00
 -1.5443037975E-01   2.1226768954E+01   1.8506391898E+00
 -1.5189873418E-01   2.1239806509E+01   1.8496554643E+00
 -1.4936708861E-01   2.1252785031E+01   1.8486475980E+00
 -1.4683544304E-01   2.1265704297E+01   1.8476279622E+00
 -1.4430379747E-01   2.1278563505E+01   1.8465994092E+00
 -1.4177215190E-01   2.1291368598E+01   1.8455642841E+00
 -1.3924050633E-01   2.1304103452E+01   1.8445227018E+00
 -1.3670886076E-01   2.1316769295E+01   1.8434737319E+00
 -1.3417721519E-01   2.1329360859E+01   1.8424308772E+00
 -1.3164556962E-01   2.1341887674E+01   1.8413811942E+00
 -1.2911392405E-01   2.1354333129E+01   1.8403349618E+00
 -1.2658227848E-01   2.1366686304E+01   1.8392886902E+00
 -1.2405063291E-01   2.1378933183E+01   1.8382371082E+00
 -1.2151898734E-01   2.1391066647E+01   1.8371819576E+00
 -1.1898734177E-01   2.1403087453E+01   1.8361101097E+00
 -1.1645569620E-01   2.1414985526E+01   1.8350350016E+00
 -1.1392405063E-01   2.1426769536E+01   1.8339366167E+00
 -1.1139240506E-01   2.1438437409E+01   1.8328074684E+00
 -1.0886075949E-01   2.1449982357E+01   1.8316477975E+00
 -1.0632911392E-01   2.1461399820E+01   1.8304633175E+00
 -1.0379746835E-01   2.1472678212E+01   1.8292605235E+00
 -1.0126582278E-01   2.1483809879E+01   1.8280482714E+00
 -9.8734177215E-02   2.1494779089E+01   1.8268335786E+00
 -9.6202531646E-02   2.1505581872E+01   1.8256109124E+00
 -9.3670886076E-02   2.1516210093E+01   1.8244017039E+00
 -9.1139240506E-02   2.1526659813E+01   1.8232075929E+00
 -8.8607594937E-02   2.1536919788E+01   1.8220375791E+00
 -8.6075949367E-02   2.1546977056E+01   1.8208890936E+00
 -8.3544303797E-02   2.1556830763E+01   1.8197542481E+00
 -8.1012658228E-02   2.1566463566E+01   1.8186535638E+00
 -7.8481012658E-02   2.1575873552E+01   1.8175892095E+00
 -7.5949367089E-02   2.1585064974E+01   1.8165616587E+00
 -7.3417721519E-02   2.1594023613E+01   1.8155783151E+00
 -7.0886075949E-02   2.1602747820E+01   1.8146328823E+00
 -6.8354430380E-02   2.1611231905E+01   1.8137204863E+00
 -6.5822784810E-02   2.1619472021E+01   1.8128364825E+00
 -6.3291139241E-02   2.1627454581E+01   1.8119947772E+00
 -6.0759493671E-02   2.1635177366E+01   1.8111826621E+00
 -5.8227848101E-02   2.1642627404E+01   1.8104105013E+00
 -5.5696202532E-02   2.1649800553E+01   1.8096781032E+00
 -5.3164556962E-02   2.1656686761E+01   1.8089838372E+00
 -5.0632911392E-02   2.1663286010E+01   1.8083205955E+00
 -4.8101265823E-02   2.1669608399E+01   1.8076775654E+00
 -4.5569620253E-02   2.1675643296E+01   1.8070625320E+00
 -4.3037974684E-02   2.1681381495E+01   1.8064696167E+00
 -4.0506329114E-02   2.1686823450E+01   1.8058960380E+00
 -3.7974683544E-02   2.1691970115E+01   1.8053287811E+00
 -3.5443037975E-02   2.1696816007E+01   1.8047736304E+00
 -3.2911392405E-02   2.1701357458E+01   1.8042303995E+00
 -3.0379746835E-02   2.1705582592E+01   1.8037058956E+00
 -2.7848101266E-02   2.1709482014E+01   1.8032103869E+00
 -2.5316455696E-02   2.1713062357E+01   1.8027376673E+00
 -2.2784810127E-02   2.1716311689E+01   1.8023084795E+00
 -2.0253164557E-02   2.1719223211E+01   1.8019314596E+00
 -1.7721518987E-02   2.1721796536E+01   1.8015982702E+00
 -1.5189873418E-02   2.1724028087E+01   1.8013258054E+00
 -1.2658227848E-02   2.1725918381E+01   1.8011047571E+00
 -1.0126582278E-02   2.1727466088E+01   1.8009292611E+00
 -7.5949367089E-03   2.1728676942E+01   1.8007890118E+00
 -5.0632911392E-03   2.1729543786E+01   1.8006915751E+00
 -2.5316455696E-03   2.1730064209E+01   1.8006354021E+00
  0.0000000000E+00   2.1730237006E+01   1.8006142179E+00
  2.5316455696E-03   2.1730064209E+01   1.8006354021E+00
  5.0632911392E-03   2.1729543786E+01   1.8006915751E+00
  7.5949367089E-03   2.1728676942E+01   1.8007890118E+00
  1.0126582278E-02   2.1727466088E+01   1.8009292611E+00
  1.2658227848E-02   2.1725918381E+01   1.8011047571E+00
  1.5189873418E-02   2.1724028087E+01   1.8013258054E+00
  1.7721518987E-02   2.1721796536E+01   1.8015982702E+00
  2.0253164557E-02   2.1719223211E+01   1.8019314596E+00
  2.2784810127E-02   2.1716311689E+01   1.8023084795E+00
  2.5316455696E-02   2.1713062357E+01   1.8027376673E+00
  2.7848101266E-02   2.1709482014E+01   1.8032103869E+00
  3.0379746835E-02   2.1705582592E+01   1.8037058956E+00
  3.2911392405E-02   2.1701357458E+01   1.8042303995E+00
  3.5443037975E-02   2.1696816007E+01   1.8047736304E+00
  3.7974683544E-02   2.1691970115E+01   1.8053287811E+00
  4.0506329114E-02   2.1686823450E+01   1.8058960380E+00
  4.3037974684E-02   2.1681381495E+01   1.8064696167E+00
  4.5569620253E-02   2.1675643296E+01   1.8070625320E+00
  4.8101265823E-02   2.1669608399E+01   1.8076775654E+00
  5.0632911392E-02   2.1663286010E+01   1.8083205955E+00
  5.3164556962E-02   2.1656686761E+01   1.8089838372E+00
  5.5696202532E-02   2.1649800553E+01   1.8096781032E+00
  5.8227848101E-02   2.1642627404E+01   1.8104105013E+00
  6.0759493671E-02   2.1635177366E+01   1.8111826621E+00
  6.3291139241E-02   2.1627454581E+01   1.8119947772E+00
  6.5822784810E-02   2.1619472021E+01   1.8128364825E+00
  6.8354430380E-02   2.1611231905E+01   1.8137204863E+00
  7.0886075949E-02   2.1602747820E+01   1.8146328823E+00
  7.3417721519E-02   2.1594023613E+01   1.8155783151E+00
  7.5949367089E-02   2.1585064974E+01   1.8165616587E+00
  7.8481012658E-02   2.1575873552E+01   1.8175892095E+00
  8.1012658228E-02   2.1566463566E+01   1.8186535638E+00
  8.3544303797E-02   2.1556830763E+01   1.8197542481E+00
  8.6075949367E-02   2.1546977056E+01   1.8208890936E+00
  8.8607594937E-02   2.1536919788E+01   1.8220375791E+00
