# time = 200
# Grid points = 114
# Pressure (Pa) = 101325
#             1_pos             2_posf             3_uvel             4_vvel             5_wvel
   5.5029775553e-01   5.3803810992e-01   1.6736198836e+01  -3.7078639261e-01  -3.7078639261e-01
   5.7272678974e-01   5.6255740113e-01   1.6372799067e+01  -3.6047165382e-01  -3.6047165382e-01
   5.9306556695e-01   5.8289617834e-01   1.6325565446e+01  -3.5880711030e-01  -3.5880711030e-01
   6.1358271094e-01   6.0323495556e-01   1.5976070075e+01  -3.4689966060e-01  -3.4689966060e-01
   6.3427822169e-01   6.2393046631e-01   1.5739921177e+01  -3.4457141649e-01  -3.4457141649e-01
   6.5464696152e-01   6.4462597707e-01   1.5367396226e+01  -3.4914867807e-01  -3.4914867807e-01
   6.7468893041e-01   6.6466794597e-01   1.5327696046e+01  -3.5065673788e-01  -3.5065673788e-01
   7.0331444212e-01   6.8470991486e-01   1.4896210402e+01  -3.6793597838e-01  -3.6793597838e-01
   7.3565168853e-01   7.2191896937e-01   1.4388678226e+01  -3.9451153334e-01  -3.9451153334e-01
   7.5971328530e-01   7.4938440769e-01   1.3771554259e+01  -4.1568944737e-01  -4.1568944737e-01
   7.7967137222e-01   7.7004216291e-01   1.3124379608e+01  -4.1168504137e-01  -4.1168504137e-01
   8.0076686652e-01   7.8930058153e-01   1.2485688053e+01  -3.6901356394e-01  -3.6901356394e-01
   8.2785392520e-01   8.1223315151e-01   1.1909526329e+01  -2.7876812013e-01  -2.7876812013e-01
   8.6063309821e-01   8.4347469889e-01   1.1448795694e+01  -1.5403020740e-01  -1.5403020740e-01
   8.8987248615e-01   8.7779149753e-01   1.0976597287e+01   1.7350298421e-03   1.7350298421e-03
   9.0926207797e-01   9.0195347476e-01   1.0358498959e+01   1.4978158765e-01   1.4978158765e-01
   9.2166359118e-01   9.1657068119e-01   9.7039635417e+00   2.4484178509e-01   2.4484178509e-01
   9.3081556323e-01   9.2675650118e-01   9.0633176804e+00   3.0157756955e-01   3.0157756955e-01
   9.3834595354e-01   9.3487462527e-01   8.4299695434e+00   3.3355767761e-01   3.3355767761e-01
   9.4490259346e-01   9.4181728181e-01   7.8004666035e+00   3.4798722260e-01   3.4798722260e-01
   9.5079704741e-01   9.4798790511e-01   7.1736984183e+00   3.4939635985e-01   3.4939635985e-01
   9.5620651151e-01   9.5360618971e-01   6.5472471036e+00   3.4086191444e-01   3.4086191444e-01
   9.6124401731e-01   9.5880683330e-01   5.9209399751e+00   3.2457384753e-01   3.2457384753e-01
   9.6598807403e-01   9.6368120131e-01   5.2947308131e+00   3.0219327985e-01   3.0219327985e-01
   9.7049614148e-01   9.6829494675e-01   4.6685906002e+00   2.7501351561e-01   2.7501351561e-01
   9.7481217250e-01   9.7269733622e-01   4.0424851903e+00   2.4406415113e-01   2.4406415113e-01
   9.7897153231e-01   9.7692700878e-01   3.4162834001e+00   2.1017806839e-01   2.1017806839e-01
   9.8206580087e-01   9.8101605583e-01   2.9353516056e+00   1.8243842988e-01   1.8243842988e-01
   9.8505593822e-01   9.8311554592e-01   2.4643663382e+00   1.5457363294e-01   1.5457363294e-01
   9.8879842943e-01   9.8699633053e-01   1.8616979799e+00   1.1762130711e-01   1.1762130711e-01
   9.9224118911e-01   9.9060052832e-01   1.2976039440e+00   8.2280319786e-02   8.2280319786e-02
   9.9548326241e-01   9.9388184989e-01   7.5940286945e-01   4.8192689685e-02   4.8192689685e-02
   9.9854233747e-01   9.9708467493e-01   2.4630169768e-01   1.5594294146e-02   1.5594294146e-02
