# time = 200
# FINE UNIFORM Grid points = 361
# Pressure (Pa) = 101325
#         1_posUnif        2_uvel_mean        3_uvel_rmsf   4_uvel_rhsfRatio        5_vvel_mean        6_vvel_rmsf   7_vvel_rhsfRatio        8_wvel_mean        9_wvel_rmsf  10_wvel_rhsfRatio             11_Rxx             12_Ryy             13_Rzz             14_Rxy             15_Rxz             16_Ryz
  -8.3888888889e-01   1.3008325000e+01   1.8921165059e+00   0.0000000000e+00   4.0885538501e-02   6.5147117410e-01   0.0000000000e+00   4.0885538501e-02   6.5147117410e-01   0.0000000000e+00   3.5801048718e+00   4.2441469069e-01   4.2441469069e-01  -9.4946375644e-02  -9.4946375644e-02   4.2441469069e-01
  -8.3333333333e-01   1.3100321856e+01   1.9027653801e+00   0.0000000000e+00   3.8549076262e-02   6.4700467375e-01   0.0000000000e+00   3.8549076262e-02   6.4700467375e-01   0.0000000000e+00   3.6205160917e+00   4.1861504786e-01   4.1861504786e-01  -1.0549524576e-01  -1.0549524576e-01   4.1861504786e-01
  -8.2777777778e-01   1.3190335616e+01   1.9073213781e+00   0.0000000000e+00   3.5357026397e-02   6.4224542881e-01   0.0000000000e+00   3.5357026397e-02   6.4224542881e-01   0.0000000000e+00   3.6378748394e+00   4.1247919082e-01   4.1247919082e-01  -1.1217399503e-01  -1.1217399503e-01   4.1247919082e-01
  -8.2222222222e-01   1.3278736902e+01   1.9038780622e+00   0.0000000000e+00   3.1746168804e-02   6.3679664423e-01   0.0000000000e+00   3.1746168804e-02   6.3679664423e-01   0.0000000000e+00   3.6247516756e+00   4.0550996610e-01   4.0550996610e-01  -1.1343794833e-01  -1.1343794833e-01   4.0550996610e-01
  -8.1666666667e-01   1.3365510378e+01   1.8945074016e+00   0.0000000000e+00   2.7681938125e-02   6.3133786552e-01   0.0000000000e+00   2.7681938125e-02   6.3133786552e-01   0.0000000000e+00   3.5891582947e+00   3.9858750043e-01   3.9858750043e-01  -1.0739287125e-01  -1.0739287125e-01   3.9858750043e-01
  -8.1111111111e-01   1.3450390144e+01   1.8842438641e+00   0.0000000000e+00   2.3208643222e-02   6.2618434894e-01   0.0000000000e+00   2.3208643222e-02   6.2618434894e-01   0.0000000000e+00   3.5503749393e+00   3.9210683885e-01   3.9210683885e-01  -9.3089283349e-02  -9.3089283349e-02   3.9210683885e-01
  -8.0555555556e-01   1.3533162639e+01   1.8775337934e+00   0.0000000000e+00   1.8673841165e-02   6.2117288545e-01   0.0000000000e+00   1.8673841165e-02   6.2117288545e-01   0.0000000000e+00   3.5251331454e+00   3.8585575362e-01   3.8585575362e-01  -7.2184695336e-02  -7.2184695336e-02   3.8585575362e-01
  -8.0000000000e-01   1.3613500938e+01   1.8762258916e+00   0.0000000000e+00   1.4148700745e-02   6.1591601150e-01   0.0000000000e+00   1.4148700745e-02   6.1591601150e-01   0.0000000000e+00   3.5202235962e+00   3.7935253322e-01   3.7935253322e-01  -4.7409505502e-02  -4.7409505502e-02   3.7935253322e-01
  -7.9444444444e-01   1.3691616880e+01   1.8807635892e+00   0.0000000000e+00   9.3009442317e-03   6.1042154027e-01   0.0000000000e+00   9.3009442317e-03   6.1042154027e-01   0.0000000000e+00   3.5372716783e+00   3.7261445683e-01   3.7261445683e-01  -2.2529178978e-02  -2.2529178978e-02   3.7261445683e-01
  -7.8888888889e-01   1.3768175714e+01   1.8899622490e+00   0.0000000000e+00   4.2964934053e-03   6.0497769964e-01   0.0000000000e+00   4.2964934053e-03   6.0497769964e-01   0.0000000000e+00   3.5719573027e+00   3.6599801706e-01   3.6599801706e-01  -1.6973501515e-03  -1.6973501515e-03   3.6599801706e-01
